sales_id,date,dealer_id,model_id,units_sold,unit_price,gross_revenue,discount_pct,discount_amount,net_revenue,unit_cost,total_cost,profit,margin_pct
S09901,2024-08-19,D019,M02,13,20228.55,262971.15,0.1002,26349.71,236621.44,14812.95,192568.35,44053.09,0.1862
S09902,2024-08-19,D020,M02,13,21121.54,274580.02,0.0232,6370.26,268209.76,15893.04,206609.52,61600.24,0.2297
S09903,2024-08-20,D031,M06,4,51939.0,207756.0,0.0383,7957.05,199798.95,44127.57,176510.28,23288.67,0.1166
S09904,2024-08-20,D061,M07,2,59141.99,118283.98,0.0144,1703.29,116580.69,40565.28,81130.56,35450.13,0.3041
S09905,2024-08-20,D057,M05,7,34493.98,241457.86,0.0277,6688.38,234769.48,26543.16,185802.12,48967.36,0.2086
S09906,2024-08-20,D021,M02,11,21957.5,241532.5,0.1313,31713.22,209819.28,16645.74,183103.14,26716.14,0.1273
S09907,2024-08-20,D076,M07,3,56593.11,169779.33,0.0079,1341.26,168438.07,39038.18,117114.54,51323.53,0.3047
S09908,2024-08-20,D039,M03,7,35428.42,247998.94,0.0369,9151.16,238847.78,25783.91,180487.37,58360.41,0.2443
S09909,2024-08-20,D035,M02,4,20118.19,80472.76,0.1481,11918.02,68554.74,14971.47,59885.88,8668.86,0.1265
S09910,2024-08-20,D009,M03,9,32731.57,294584.13,0.1445,42567.41,252016.72,24169.52,217525.68,34491.04,0.1369
S09911,2024-08-20,D073,M05,7,27032.99,189230.93,0.0371,7020.47,182210.46,21068.98,147482.86,34727.6,0.1906
S09912,2024-08-20,D023,M07,2,65032.86,130065.72,0.0202,2627.33,127438.39,40732.08,81464.16,45974.23,0.3608
S09913,2024-08-20,D001,M05,4,26901.79,107607.16,0.141,15172.61,92434.55,21416.64,85666.56,6767.99,0.0732
S09914,2024-08-20,D038,M01,6,21942.15,131652.9,0.068,8952.4,122700.5,16522.06,99132.36,23568.14,0.1921
S09915,2024-08-20,D082,M04,5,37636.11,188180.55,0.0815,15336.71,172843.84,26155.25,130776.25,42067.59,0.2434
S09916,2024-08-20,D044,M01,10,23754.3,237543.0,0.0174,4133.25,233409.75,18176.37,181763.7,51646.05,0.2213
S09917,2024-08-20,D044,M01,8,23189.8,185518.4,0.0112,2077.81,183440.59,17090.24,136721.92,46718.67,0.2547
S09918,2024-08-20,D076,M02,4,21023.75,84095.0,0.0068,571.85,83523.15,16255.78,65023.12,18500.03,0.2215
S09919,2024-08-20,D067,M03,8,34835.24,278681.92,0.1448,40353.14,238328.78,25046.25,200370.0,37958.78,0.1593
S09920,2024-08-20,D053,M01,14,22352.43,312934.02,0.0745,23313.58,289620.44,16887.58,236426.12,53194.32,0.1837
S09921,2024-08-20,D035,M07,2,55989.69,111979.38,0.1092,12228.15,99751.23,38032.57,76065.14,23686.09,0.2375
S09922,2024-08-20,D015,M06,2,50472.02,100944.04,0.0532,5370.22,95573.82,41316.98,82633.96,12939.86,0.1354
S09923,2024-08-20,D026,M04,6,35139.47,210836.82,0.1338,28209.97,182626.85,25792.82,154756.92,27869.93,0.1526
S09924,2024-08-20,D086,M03,7,26252.39,183766.73,0.1449,26627.8,157138.93,18234.23,127639.61,29499.32,0.1877
S09925,2024-08-20,D023,M04,6,43530.26,261181.56,0.0249,6503.42,254678.14,30474.5,182847.0,71831.14,0.282
S09926,2024-08-20,D042,M02,18,23544.67,423804.06,0.0001,42.38,423761.68,18191.09,327439.62,96322.06,0.2273
S09927,2024-08-20,D045,M01,16,22906.69,366507.04,0.0148,5424.3,361082.74,16814.8,269036.8,92045.94,0.2549
S09928,2024-08-20,D016,M04,11,37828.72,416115.92,0.0373,15521.12,400594.8,27485.62,302341.82,98252.98,0.2453
S09929,2024-08-20,D065,M03,3,33641.4,100924.2,0.0385,3885.58,97038.62,23090.9,69272.7,27765.92,0.2861
S09930,2024-08-20,D080,M01,5,19475.68,97378.4,0.0892,8686.15,88692.25,14139.89,70699.45,17992.8,0.2029
S09931,2024-08-20,D078,M06,3,39847.97,119543.91,0.0768,9180.97,110362.94,32957.25,98871.75,11491.19,0.1041
S09932,2024-08-20,D013,M05,2,27573.47,55146.94,0.0531,2928.3,52218.64,20792.07,41584.14,10634.5,0.2037
S09933,2024-08-20,D007,M01,9,19140.95,172268.55,0.102,17571.39,154697.16,13833.9,124505.1,30192.06,0.1952
S09934,2024-08-20,D048,M02,18,26405.98,475307.64,0.0843,40068.43,435239.21,20016.55,360297.9,74941.31,0.1722
S09935,2024-08-20,D066,M02,7,22551.24,157858.68,0.0937,14791.36,143067.32,16256.85,113797.95,29269.37,0.2046
S09936,2024-08-20,D069,M01,8,21396.45,171171.6,0.0206,3526.13,167645.47,16295.43,130363.44,37282.03,0.2224
S09937,2024-08-20,D011,M04,2,39951.79,79903.58,0.0571,4562.49,75341.09,28084.22,56168.44,19172.65,0.2545
S09938,2024-08-20,D013,M04,9,40609.8,365488.2,0.0558,20394.24,345093.96,28053.43,252480.87,92613.09,0.2684
S09939,2024-08-20,D072,M05,5,26922.57,134612.85,0.0383,5155.67,129457.18,20822.63,104113.15,25344.03,0.1958
S09940,2024-08-20,D070,M01,12,21415.06,256980.72,0.0498,12797.64,244183.08,15674.23,188090.76,56092.32,0.2297
S09941,2024-08-20,D064,M06,2,53676.08,107352.16,0.0234,2512.04,104840.12,46149.28,92298.56,12541.56,0.1196
S09942,2024-08-20,D002,M06,3,52634.71,157904.13,0.0522,8242.6,149661.53,45232.34,135697.02,13964.51,0.0933
S09943,2024-08-20,D001,M06,4,49211.77,196847.08,0.0749,14743.85,182103.23,40096.8,160387.2,21716.03,0.1193
S09944,2024-08-20,D013,M02,11,20568.68,226255.48,0.0603,13643.21,212612.27,14906.49,163971.39,48640.88,0.2288
S09945,2024-08-20,D023,M03,11,32403.49,356438.39,0.032,11406.03,345032.36,23698.14,260679.54,84352.82,0.2445
S09946,2024-08-20,D030,M01,14,19096.12,267345.68,0.09,24061.11,243284.57,14087.85,197229.9,46054.67,0.1893
S09947,2024-08-20,D069,M06,2,49653.11,99306.22,0.0135,1340.63,97965.59,40305.15,80610.3,17355.29,0.1772
S09948,2024-08-20,D029,M03,2,32057.49,64114.98,0.0504,3231.39,60883.59,23407.85,46815.7,14067.89,0.2311
S09949,2024-08-20,D012,M05,4,28161.15,112644.6,0.0623,7017.76,105626.84,21861.44,87445.76,18181.08,0.1721
S09950,2024-08-21,D001,M01,6,19033.28,114199.68,0.172,19642.34,94557.34,14410.24,86461.44,8095.9,0.0856
S09951,2024-08-21,D026,M06,4,42569.19,170276.76,0.1041,17725.81,152550.95,34145.01,136580.04,15970.91,0.1047
S09952,2024-08-21,D010,M04,3,35041.55,105124.65,0.0355,3731.93,101392.72,25305.97,75917.91,25474.81,0.2512
S09953,2024-08-21,D093,M04,4,40563.59,162254.36,0.0024,389.41,161864.95,28234.61,112938.44,48926.51,0.3023
S09954,2024-08-21,D089,M05,2,27343.14,54686.28,0.0372,2034.33,52651.95,20692.58,41385.16,11266.79,0.214
S09955,2024-08-21,D067,M04,6,36264.78,217588.68,0.1443,31398.05,186190.63,25333.53,152001.18,34189.45,0.1836
S09956,2024-08-21,D010,M05,6,25739.17,154435.02,0.0442,6826.03,147608.99,19805.31,118831.86,28777.13,0.195
S09957,2024-08-21,D029,M07,1,59773.35,59773.35,0.0278,1661.7,58111.65,41347.77,41347.77,16763.88,0.2885
S09958,2024-08-21,D057,M02,15,26193.46,392901.9,0.0,0.0,392901.9,19345.06,290175.9,102726.0,0.2615
S09959,2024-08-21,D029,M07,3,64702.01,194106.03,0.0237,4600.31,189505.72,44532.87,133598.61,55907.11,0.295
S09960,2024-08-21,D091,M05,2,25520.66,51041.32,0.0492,2511.23,48530.09,19150.2,38300.4,10229.69,0.2108
S09961,2024-08-21,D038,M01,9,21500.93,193508.37,0.0301,5824.6,187683.77,16384.78,147463.02,40220.75,0.2143
S09962,2024-08-21,D080,M01,14,16790.13,235061.82,0.0614,14432.8,220629.02,12145.2,170032.8,50596.22,0.2293
S09963,2024-08-21,D068,M04,2,37427.84,74855.68,0.0279,2088.47,72767.21,26434.25,52868.5,19898.71,0.2735
S09964,2024-08-21,D047,M07,2,69585.59,139171.18,0.0234,3256.61,135914.57,44342.51,88685.02,47229.55,0.3475
S09965,2024-08-21,D033,M06,1,51354.98,51354.98,0.0622,3194.28,48160.7,44168.1,44168.1,3992.6,0.0829
S09966,2024-08-21,D040,M04,6,38225.46,229352.76,0.0547,12545.6,216807.16,27975.92,167855.52,48951.64,0.2258
S09967,2024-08-21,D012,M07,3,70235.25,210705.75,0.0475,10008.52,200697.23,44438.88,133316.64,67380.59,0.3357
S09968,2024-08-21,D045,M04,3,47054.9,141164.7,0.0172,2428.03,138736.67,33953.74,101861.22,36875.45,0.2658
S09969,2024-08-21,D041,M04,6,42009.37,252056.22,0.0429,10813.21,241243.01,29719.66,178317.96,62925.05,0.2608
S09970,2024-08-21,D015,M01,16,21288.72,340619.52,0.0571,19449.37,321170.15,15507.15,248114.4,73055.75,0.2275
S09971,2024-08-21,D067,M06,3,50542.76,151628.28,0.0803,12175.75,139452.53,43234.63,129703.89,9748.64,0.0699
S09972,2024-08-21,D025,M07,4,61242.78,244971.12,0.0622,15237.2,229733.92,40041.81,160167.24,69566.68,0.3028
S09973,2024-08-21,D053,M02,7,23552.32,164866.24,0.0467,7699.25,157166.99,18189.08,127323.56,29843.43,0.1899
S09974,2024-08-21,D054,M01,10,20949.58,209495.8,0.0373,7814.19,201681.61,15977.94,159779.4,41902.21,0.2078
S09975,2024-08-21,D078,M07,4,60423.25,241693.0,0.05,12084.65,229608.35,40583.22,162332.88,67275.47,0.293
S09976,2024-08-21,D067,M04,8,35655.81,285246.48,0.1268,36169.25,249077.23,25168.26,201346.08,47731.15,0.1916
S09977,2024-08-21,D082,M05,2,27768.36,55536.72,0.1373,7625.19,47911.53,21091.71,42183.42,5728.11,0.1196
S09978,2024-08-21,D027,M03,10,34676.17,346761.7,0.0937,32491.57,314270.13,23914.87,239148.7,75121.43,0.239
S09979,2024-08-21,D064,M05,2,27615.52,55231.04,0.0276,1524.38,53706.66,20892.22,41784.44,11922.22,0.222
S09980,2024-08-21,D001,M01,18,20847.87,375261.66,0.1617,60679.81,314581.85,15284.41,275119.38,39462.47,0.1254
S09981,2024-08-21,D028,M01,5,20260.4,101302.0,0.0319,3231.53,98070.47,14928.55,74642.75,23427.72,0.2389
S09982,2024-08-21,D054,M03,10,34429.34,344293.4,0.0484,16663.8,327629.6,25134.19,251341.9,76287.7,0.2328
S09983,2024-08-21,D003,M01,12,21566.83,258801.96,0.1523,39415.54,219386.42,15582.96,186995.52,32390.9,0.1476
S09984,2024-08-21,D095,M01,9,18592.22,167329.98,0.127,21250.91,146079.07,13779.01,124011.09,22067.98,0.1511
S09985,2024-08-21,D087,M06,4,48409.69,193638.76,0.0078,1510.38,192128.38,41042.84,164171.36,27957.02,0.1455
S09986,2024-08-21,D008,M02,19,23410.98,444808.62,0.0898,39943.81,404864.81,17503.39,332564.41,72300.4,0.1786
S09987,2024-08-21,D035,M04,3,36929.04,110787.12,0.1544,17105.53,93681.59,26451.46,79354.38,14327.21,0.1529
S09988,2024-08-21,D098,M05,2,31372.76,62745.52,0.1238,7767.9,54977.62,24339.51,48679.02,6298.6,0.1146
S09989,2024-08-21,D054,M03,7,34251.57,239760.99,0.0267,6401.62,233359.37,24402.43,170817.01,62542.36,0.268
S09990,2024-08-21,D076,M04,7,32931.63,230521.41,0.0381,8782.87,221738.54,23777.57,166442.99,55295.55,0.2494
S09991,2024-08-21,D086,M04,11,40346.28,443809.08,0.112,49706.62,394102.46,28537.93,313917.23,80185.23,0.2035
S09992,2024-08-21,D024,M05,5,27877.34,139386.7,0.0573,7986.86,131399.84,22194.46,110972.3,20427.54,0.1555
S09993,2024-08-21,D024,M06,3,47001.49,141004.47,0.037,5217.17,135787.3,37974.46,113923.38,21863.92,0.161
S09994,2024-08-21,D081,M05,2,25976.17,51952.34,0.0269,1397.52,50554.82,20183.31,40366.62,10188.2,0.2015
S09995,2024-08-21,D034,M01,8,20760.63,166085.04,0.0582,9666.15,156418.89,15268.81,122150.48,34268.41,0.2191
S09996,2024-08-21,D097,M07,2,63029.33,126058.66,0.0321,4046.48,122012.18,40901.58,81803.16,40209.02,0.3295
S09997,2024-08-21,D061,M03,5,34524.14,172620.7,0.0065,1122.03,171498.67,23561.22,117806.1,53692.57,0.3131
S09998,2024-08-21,D038,M07,4,74511.46,298045.84,0.024,7153.1,290892.74,46676.05,186704.2,104188.54,0.3582
S09999,2024-08-21,D050,M04,6,43379.23,260275.38,0.0632,16449.4,243825.98,31037.98,186227.88,57598.1,0.2362
S10000,2024-08-21,D013,M02,18,24435.73,439843.14,0.0296,13019.36,426823.78,17759.25,319666.5,107157.28,0.2511
S10001,2024-08-21,D060,M01,6,21333.19,127999.14,0.0439,5619.16,122379.98,15716.22,94297.32,28082.66,0.2295
S10002,2024-08-21,D022,M01,19,18404.93,349693.67,0.1845,64518.48,285175.19,13556.87,257580.53,27594.66,0.0968
S10003,2024-08-21,D069,M07,1,60264.16,60264.16,0.0131,789.46,59474.7,40025.56,40025.56,19449.14,0.327
S10004,2024-08-21,D098,M01,6,21742.44,130454.64,0.1188,15498.01,114956.63,16059.83,96358.98,18597.65,0.1618
S10005,2024-08-21,D040,M04,5,43555.84,217779.2,0.0598,13023.2,204756.0,31414.2,157071.0,47685.0,0.2329
S10006,2024-08-21,D057,M07,2,62795.93,125591.86,0.0016,200.95,125390.91,40995.95,81991.9,43399.01,0.3461
S10007,2024-08-21,D030,M02,4,20237.12,80948.48,0.0705,5706.87,75241.61,15373.14,61492.56,13749.05,0.1827
S10008,2024-08-21,D041,M07,4,64847.71,259390.84,0.0165,4279.95,255110.89,42263.94,169055.76,86055.13,0.3373
S10009,2024-08-21,D032,M07,1,58036.86,58036.86,0.064,3714.36,54322.5,36274.62,36274.62,18047.88,0.3322
S10010,2024-08-21,D077,M03,9,27665.7,248991.3,0.0509,12673.66,236317.64,19810.82,178297.38,58020.26,0.2455
S10011,2024-08-21,D063,M04,2,43021.75,86043.5,0.0691,5945.61,80097.89,30972.13,61944.26,18153.63,0.2266
S10012,2024-08-21,D061,M05,2,31523.71,63047.42,0.0278,1752.72,61294.7,24545.77,49091.54,12203.16,0.1991
S10013,2024-08-22,D079,M06,4,49734.54,198938.16,0.0203,4038.44,194899.72,42306.9,169227.6,25672.12,0.1317
S10014,2024-08-22,D036,M04,2,42615.89,85231.78,0.1118,9528.91,75702.87,29153.06,58306.12,17396.75,0.2298
S10015,2024-08-22,D048,M01,13,19840.35,257924.55,0.0502,12947.81,244976.74,14332.23,186318.99,58657.75,0.2394
S10016,2024-08-22,D021,M03,3,31377.06,94131.18,0.104,9789.64,84341.54,22085.38,66256.14,18085.4,0.2144
S10017,2024-08-22,D093,M06,1,49736.08,49736.08,0.0,0.0,49736.08,40355.82,40355.82,9380.26,0.1886
S10018,2024-08-22,D098,M07,1,65035.68,65035.68,0.039,2536.39,62499.29,43979.61,43979.61,18519.68,0.2963
S10019,2024-08-22,D008,M07,2,59365.81,118731.62,0.0508,6031.57,112700.05,38108.97,76217.94,36482.11,0.3237
S10020,2024-08-22,D099,M04,3,41799.19,125397.57,0.1209,15160.57,110237.0,28526.93,85580.79,24656.21,0.2237
S10021,2024-08-22,D021,M04,4,38729.6,154918.4,0.1015,15724.22,139194.18,26695.75,106783.0,32411.18,0.2328
S10022,2024-08-22,D015,M04,9,38193.17,343738.53,0.0606,20830.55,322907.98,27273.54,245461.86,77446.12,0.2398
S10023,2024-08-22,D090,M01,6,17739.15,106434.9,0.0807,8589.3,97845.6,13261.24,79567.44,18278.16,0.1868
S10024,2024-08-22,D083,M04,2,38721.54,77443.08,0.0387,2997.05,74446.03,27962.55,55925.1,18520.93,0.2488
S10025,2024-08-22,D086,M04,5,33899.58,169497.9,0.0907,15373.46,154124.44,24418.08,122090.4,32034.04,0.2078
S10026,2024-08-22,D094,M03,6,31635.89,189815.34,0.0799,15166.25,174649.09,22666.18,135997.08,38652.01,0.2213
S10027,2024-08-22,D083,M04,6,40398.74,242392.44,0.0168,4072.19,238320.25,28638.57,171831.42,66488.83,0.279
S10028,2024-08-22,D061,M05,4,31468.06,125872.24,0.0346,4355.18,121517.06,25072.99,100291.96,21225.1,0.1747
S10029,2024-08-22,D042,M02,11,26086.09,286946.99,0.0143,4103.34,282843.65,19215.98,211375.78,71467.87,0.2527
S10030,2024-08-22,D020,M04,9,41495.37,373458.33,0.0589,21996.7,351461.63,29614.96,266534.64,84926.99,0.2416
S10031,2024-08-22,D094,M01,8,21550.04,172400.32,0.1589,27394.41,145005.91,16086.64,128693.12,16312.79,0.1125
S10032,2024-08-22,D037,M04,10,46366.24,463662.4,0.0575,26660.59,437001.81,33002.53,330025.3,106976.51,0.2448
S10033,2024-08-22,D071,M03,2,30761.34,61522.68,0.031,1907.2,59615.48,21470.12,42940.24,16675.24,0.2797
S10034,2024-08-22,D075,M02,10,19674.37,196743.7,0.0519,10211.0,186532.7,14694.91,146949.1,39583.6,0.2122
S10035,2024-08-22,D069,M06,3,43656.72,130970.16,0.0229,2999.22,127970.94,37204.3,111612.9,16358.04,0.1278
S10036,2024-08-22,D012,M04,9,38458.72,346128.48,0.0745,25786.57,320341.91,26575.57,239180.13,81161.78,0.2534
S10037,2024-08-22,D027,M03,8,28755.06,230040.48,0.0765,17598.1,212442.38,20503.68,164029.44,48412.94,0.2279
S10038,2024-08-22,D031,M03,6,34957.07,209742.42,0.0424,8893.08,200849.34,23913.35,143480.1,57369.24,0.2856
S10039,2024-08-22,D062,M06,2,48307.87,96615.74,0.0413,3990.23,92625.51,39807.91,79615.82,13009.69,0.1405
S10040,2024-08-22,D075,M04,2,38262.21,76524.42,0.0397,3038.02,73486.4,26195.87,52391.74,21094.66,0.2871
S10041,2024-08-22,D068,M05,2,28071.9,56143.8,0.0199,1117.26,55026.54,22143.19,44286.38,10740.16,0.1952
S10042,2024-08-22,D073,M04,10,41111.42,411114.2,0.057,23433.51,387680.69,30113.83,301138.3,86542.39,0.2232
S10043,2024-08-22,D067,M06,2,46966.25,93932.5,0.0787,7392.49,86540.01,40081.44,80162.88,6377.13,0.0737
S10044,2024-08-22,D023,M01,12,19322.04,231864.48,0.0426,9877.43,221987.05,14726.76,176721.12,45265.93,0.2039
S10045,2024-08-22,D038,M04,7,39694.78,277863.46,0.0305,8474.84,269388.62,28952.4,202666.8,66721.82,0.2477
S10046,2024-08-22,D099,M04,4,38304.59,153218.36,0.13,19918.39,133299.97,27268.13,109072.52,24227.45,0.1818
S10047,2024-08-22,D099,M01,3,19384.55,58153.65,0.1106,6431.79,51721.86,14056.78,42170.34,9551.52,0.1847
S10048,2024-08-22,D010,M06,2,53162.49,106324.98,0.0351,3732.01,102592.97,45559.37,91118.74,11474.23,0.1118
S10049,2024-08-22,D065,M06,3,52942.8,158828.4,0.0405,6432.55,152395.85,44995.14,134985.42,17410.43,0.1142
S10050,2024-08-22,D094,M04,6,41609.31,249655.86,0.0776,19373.29,230282.57,29360.88,176165.28,54117.29,0.235
S10051,2024-08-22,D082,M03,2,28572.35,57144.7,0.1348,7703.11,49441.59,20131.84,40263.68,9177.91,0.1856
S10052,2024-08-22,D014,M04,6,35140.77,210844.62,0.0783,16509.13,194335.49,25511.33,153067.98,41267.51,0.2124
S10053,2024-08-22,D079,M04,11,36460.64,401067.04,0.0134,5374.3,395692.74,25027.35,275300.85,120391.89,0.3043
S10054,2024-08-22,D089,M07,1,53179.96,53179.96,0.0177,941.29,52238.67,34620.83,34620.83,17617.84,0.3373
S10055,2024-08-22,D034,M04,4,44568.05,178272.2,0.0475,8467.93,169804.27,31306.53,125226.12,44578.15,0.2625
S10056,2024-08-22,D095,M05,4,27529.06,110116.24,0.1376,15151.99,94964.25,21316.19,85264.76,9699.49,0.1021
S10057,2024-08-22,D026,M03,4,28803.21,115212.84,0.1004,11567.37,103645.47,20524.59,82098.36,21547.11,0.2079
S10058,2024-08-22,D024,M02,6,23990.55,143943.3,0.024,3454.64,140488.66,17939.83,107638.98,32849.68,0.2338
S10059,2024-08-22,D084,M01,6,18401.79,110410.74,0.0358,3952.7,106458.04,13315.39,79892.34,26565.7,0.2495
S10060,2024-08-22,D077,M05,8,23331.63,186653.04,0.0427,7970.08,178682.96,18338.45,146707.6,31975.36,0.179
S10061,2024-08-22,D088,M03,8,31012.09,248096.72,0.0274,6797.85,241298.87,21707.59,173660.72,67638.15,0.2803
S10062,2024-08-22,D032,M03,9,32806.54,295258.86,0.059,17420.27,277838.59,22734.79,204613.11,73225.48,0.2636
S10063,2024-08-22,D078,M01,6,17252.71,103516.26,0.1422,14720.01,88796.25,13451.16,80706.96,8089.29,0.0911
S10064,2024-08-22,D082,M02,10,20313.11,203131.1,0.1484,30144.66,172986.44,15332.52,153325.2,19661.24,0.1137
S10065,2024-08-22,D032,M03,9,32113.35,289020.15,0.0636,18381.68,270638.47,23072.42,207651.78,62986.69,0.2327
S10066,2024-08-22,D077,M05,3,28235.62,84706.86,0.0589,4989.23,79717.63,21878.72,65636.16,14081.47,0.1766
S10067,2024-08-22,D059,M03,7,34099.19,238694.33,0.0271,6468.62,232225.71,24736.13,173152.91,59072.8,0.2544
S10068,2024-08-22,D014,M06,2,44464.26,88928.52,0.0458,4072.93,84855.59,35761.12,71522.24,13333.35,0.1571
S10069,2024-08-22,D039,M04,6,46972.66,281835.96,0.0482,13584.49,268251.47,33421.67,200530.02,67721.45,0.2525
S10070,2024-08-22,D079,M06,4,38988.09,155952.36,0.0223,3477.74,152474.62,31381.62,125526.48,26948.14,0.1767
S10071,2024-08-22,D004,M05,2,27078.41,54156.82,0.0908,4917.44,49239.38,21018.88,42037.76,7201.62,0.1463
S10072,2024-08-22,D019,M07,2,62236.7,124473.4,0.0531,6609.54,117863.86,40605.63,81211.26,36652.6,0.311
S10073,2024-08-22,D069,M05,3,29131.78,87395.34,0.0107,935.13,86460.21,22576.69,67730.07,18730.14,0.2166
S10074,2024-08-22,D039,M04,3,47605.55,142816.65,0.0271,3870.33,138946.32,35142.04,105426.12,33520.2,0.2412
S10075,2024-08-22,D068,M06,1,45641.95,45641.95,0.0139,634.42,45007.53,37023.99,37023.99,7983.54,0.1774
S10076,2024-08-22,D023,M04,10,38057.15,380571.5,0.0531,20208.35,360363.15,26439.82,264398.2,95964.95,0.2663
S10077,2024-08-22,D076,M05,3,23592.79,70778.37,0.0015,106.17,70672.2,17788.94,53366.82,17305.38,0.2449
S10078,2024-08-22,D097,M01,4,19364.94,77459.76,0.0647,5011.65,72448.11,14054.7,56218.8,16229.31,0.224
S10079,2024-08-22,D065,M03,4,28547.86,114191.44,0.0316,3608.45,110582.99,20069.06,80276.24,30306.75,0.2741
S10080,2024-08-22,D038,M07,2,61386.08,122772.16,0.013,1596.04,121176.12,39963.35,79926.7,41249.42,0.3404
S10081,2024-08-22,D030,M04,8,35078.51,280628.08,0.0749,21019.04,259609.04,25466.43,203731.44,55877.6,0.2152
S10082,2024-08-22,D048,M01,9,22094.59,198851.31,0.0366,7277.96,191573.35,16903.56,152132.04,39441.31,0.2059
S10083,2024-08-22,D093,M04,6,35265.84,211595.04,0.0249,5268.72,206326.32,24492.66,146955.96,59370.36,0.2877
S10084,2024-08-22,D066,M06,2,45730.15,91460.3,0.0467,4271.2,87189.1,37172.26,74344.52,12844.58,0.1473
S10085,2024-08-22,D069,M03,3,30955.48,92866.44,0.0031,287.89,92578.55,22900.63,68701.89,23876.66,0.2579
S10086,2024-08-22,D008,M07,2,68693.4,137386.8,0.0675,9273.61,128113.19,43737.7,87475.4,40637.79,0.3172
S10087,2024-08-22,D070,M06,1,52504.51,52504.51,0.0314,1648.64,50855.87,45410.11,45410.11,5445.76,0.1071
S10088,2024-08-22,D056,M04,9,40350.1,363150.9,0.094,34136.18,329014.72,29246.53,263218.77,65795.95,0.2
S10089,2024-08-23,D010,M05,6,27959.79,167758.74,0.0441,7398.16,160360.58,22009.44,132056.64,28303.94,0.1765
S10090,2024-08-23,D079,M04,5,37218.85,186094.25,0.0037,688.55,185405.7,25618.32,128091.6,57314.1,0.3091
S10091,2024-08-23,D018,M06,3,50648.94,151946.82,0.108,16410.26,135536.56,40843.02,122529.06,13007.5,0.096
S10092,2024-08-23,D047,M05,3,30793.76,92381.28,0.0545,5034.78,87346.5,23895.49,71686.47,15660.03,0.1793
S10093,2024-08-23,D003,M04,4,40434.56,161738.24,0.1646,26622.11,135116.13,28143.83,112575.32,22540.81,0.1668
S10094,2024-08-23,D099,M03,4,31271.58,125086.32,0.1332,16661.5,108424.82,22508.62,90034.48,18390.34,0.1696
S10095,2024-08-23,D059,M04,11,46781.43,514595.73,0.0686,35301.27,479294.46,33785.91,371645.01,107649.45,0.2246
S10096,2024-08-23,D084,M07,2,60727.32,121454.64,0.0061,740.87,120713.77,41739.83,83479.66,37234.11,0.3084
S10097,2024-08-23,D092,M07,2,60840.28,121680.56,0.0178,2165.91,119514.65,41303.87,82607.74,36906.91,0.3088
S10098,2024-08-23,D078,M04,3,32838.49,98515.47,0.1062,10462.34,88053.13,22784.44,68353.32,19699.81,0.2237
S10099,2024-08-23,D097,M06,2,54934.67,109869.34,0.0143,1571.13,108298.21,47465.38,94930.76,13367.45,0.1234
S10100,2024-08-23,D087,M01,11,17040.3,187443.3,0.0152,2849.14,184594.16,12429.86,136728.46,47865.7,0.2593
S10101,2024-08-23,D093,M07,1,62297.31,62297.31,0.0132,822.32,61474.99,39774.75,39774.75,21700.24,0.353
S10102,2024-08-23,D068,M03,2,30598.27,61196.54,0.0323,1976.65,59219.89,21199.2,42398.4,16821.49,0.2841
S10103,2024-08-23,D074,M01,13,17267.94,224483.22,0.0662,14860.79,209622.43,12791.6,166290.8,43331.63,0.2067
S10104,2024-08-23,D061,M02,11,21890.07,240790.77,0.0168,4045.28,236745.49,16655.62,183211.82,53533.67,0.2261
S10105,2024-08-23,D024,M04,7,41338.45,289369.15,0.0322,9317.69,280051.46,29613.06,207291.42,72760.04,0.2598
S10106,2024-08-23,D015,M06,4,42087.05,168348.2,0.0624,10504.93,157843.27,34461.99,137847.96,19995.31,0.1267
S10107,2024-08-23,D067,M07,2,64304.98,128609.96,0.089,11446.29,117163.67,42382.72,84765.44,32398.23,0.2765
S10108,2024-08-23,D095,M07,2,67139.05,134278.1,0.0398,5344.27,128933.83,43278.18,86556.36,42377.47,0.3287
S10109,2024-08-23,D084,M05,2,28308.67,56617.34,0.0291,1647.56,54969.78,22050.77,44101.54,10868.24,0.1977
S10110,2024-08-23,D088,M06,3,40039.32,120117.96,0.0053,636.63,119481.33,34663.38,103990.14,15491.19,0.1297
S10111,2024-08-23,D085,M06,2,41506.6,83013.2,0.0354,2938.67,80074.53,34580.14,69160.28,10914.25,0.1363
S10112,2024-08-23,D004,M02,6,20365.72,122194.32,0.109,13319.18,108875.14,14757.78,88546.68,20328.46,0.1867
S10113,2024-08-23,D066,M04,2,35053.7,70107.4,0.032,2243.44,67863.96,23929.38,47858.76,20005.2,0.2948
S10114,2024-08-23,D018,M02,10,20639.14,206391.4,0.127,26211.71,180179.69,14928.36,149283.6,30896.09,0.1715
S10115,2024-08-23,D022,M01,13,20167.17,262173.21,0.1482,38854.07,223319.14,14804.76,192461.88,30857.26,0.1382
S10116,2024-08-23,D099,M01,6,20116.55,120699.3,0.1217,14689.1,106010.2,15121.62,90729.72,15280.48,0.1441
S10117,2024-08-23,D010,M07,1,62598.74,62598.74,0.0407,2547.77,60050.97,42996.8,42996.8,17054.17,0.284
S10118,2024-08-23,D037,M04,12,47123.97,565487.64,0.0433,24485.61,541002.03,32557.06,390684.72,150317.31,0.2778
